IgnoreStatement,IncludeSC,IncludeSCname,IncludeRate,IncludeRateName,IncludeRatePeriodNumber,IncludeSeasonName,ExcludeMap,IncludeMap,Geo,statementCharge/chargeName,typeCode,type,docNumber,dpsCaseNumber,datePublished,effectivePeriod/startDate,effectivePeriod/expectedEndDate,statementCharge/servicePeriod/startDate,statementCharge/servicePeriod/expectedEndDate,dpsCompanyId,dpsPscNumber,serviceType,iedrOrgAbbreviation,statementCharge/chargesComponent,statementCharge/chargeValue,measurementDefinition/unitOfMeasure,measurementDefinition/measurementSource,measurementInterval/mode,measurementInterval/kind,measurementInterval/per,measurementDefinition/calculationMethod,sourceURL,dataDownloadURL,generalRuleRefs
,8,Multiple Dwellings - Redistribution,3,rate 3,1,Base,SC11,SC8,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.26,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,9,General - Large,1,rate 1,,,SC11,SC9,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.17,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,9,General - Large,2,rate 2,1,Base,SC11,SC9,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.17,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,9,General - Large,3,rate 3,1,Base,SC11,SC9,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.17,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,12,Multiple Dwelling - Space Heating,1EAD,rate 1 Energy and Demand,,,SC11,SC12,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.24,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,12,Multiple Dwelling - Space Heating,2,rate 2,1,Base,SC11,SC12,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.24,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,12,Multiple Dwelling - Space Heating,3,rate 3,1,Base,SC11,SC12,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.24,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,1,Residential and Religious,5,rate 5,,,SC11,SC1,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.06,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,2,General - Small,3,rate 3,,,SC11,SC2,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.05,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,5,Electric Traction Systems,3,rate 3,,,SC11,SC5,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,-0.13,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,5,Electric Traction Systems,4,rate 4,,,SC11,SC5,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,-0.13,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,8,Multiple Dwellings - Redistribution,4,rate 4,,,SC11,SC8,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.17,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,8,Multiple Dwellings - Redistribution,5,rate 5,,,SC11,SC8,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.17,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,9,General - Large,4,rate 4,,,SC11,SC9,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.13,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,9,General - Large,5,rate 5,,,SC11,SC9,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.13,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,12,Multiple Dwelling - Space Heating,4,rate 4,,,SC11,SC12,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.15,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,12,Multiple Dwelling - Space Heating,5,rate 5,,,SC11,SC12,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.15,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,13,Bulk Power - Housing Developments,,,,,SC11,SC13,"H,I,J",DLC & DLRP Component,DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,5408.6,,,PERIOD,MONTH,1,by_billing_cycle,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825845,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%21%5CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.6
,1,Residential and Religious,1,rate 1,,,,SC1,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0012,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,1,Residential and Religious,2,rate 2,,,,SC1,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0012,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,1,Residential and Religious,3,rate 3,,,,SC1,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0012,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,1,Residential and Religious,4,rate 4,,,,SC1,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0012,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,2,General - Small,1,rate 1,,,,SC2,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0013,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,2,General - Small,2,rate 2,,,,SC2,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0013,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,6,Public and Private Street Lighting,,,,,,SC6,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0026,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,12,Multiple Dwelling - Space Heating,1EO,rate 1 Energy Only,,,,SC12,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.0005,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,5,Electric Traction Systems,1,rate 1,,,,SC5,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.13,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,5,Electric Traction Systems,2,rate 2,1,Base,,SC5,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.13,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,8,Multiple Dwellings - Redistribution,1,rate 1,,,,SC8,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.32,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,8,Multiple Dwellings - Redistribution,2,rate 2,1,Base,,SC8,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.32,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,8,Multiple Dwellings - Redistribution,3,rate 3,1,Base,,SC8,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.32,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,9,General - Large,1,rate 1,,,,SC9,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.26,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,9,General - Large,2,rate 2,1,Base,,SC9,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.26,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,9,General - Large,3,rate 3,1,Base,,SC9,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.26,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,12,Multiple Dwelling - Space Heating,1EAD,rate 1 Energy and Demand,,,,SC12,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.24,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,12,Multiple Dwelling - Space Heating,2,rate 2,1,Base,,SC12,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.24,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,12,Multiple Dwelling - Space Heating,3,rate 3,1,Base,,SC12,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.24,kW,demand,PERIOD,MONTH,1,max,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,1,Residential and Religious,5,rate 5,,,,SC1,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.13,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,2,General - Small,3,rate 3,,,,SC2,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.17,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,5,Electric Traction Systems,3,rate 3,,,,SC5,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.09,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,5,Electric Traction Systems,4,rate 4,,,,SC5,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.09,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,8,Multiple Dwellings - Redistribution,4,rate 4,,,,SC8,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.2,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
,8,Multiple Dwellings - Redistribution,5,rate 5,,,,SC8,"H,I,J",Arrears Management Program Recovery Surcharge,AMP,Arrears Mgt. Prog. Surcharge,1,14-M-0565,5/24/24,6/1/24,,6/1/24,,3569014,10,Electric,CED,delivery,0.2,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825933,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%2F%20LKK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,26.11
