IgnoreStatement,IncludeSC,IncludeSCname,IncludeRate,IncludeRateName,IncludeRatePeriodNumber,IncludeSeasonName,ExcludeMap,Standby,IncludeMap,Geo,endUse,statementCharge/chargeName,typeCode,type,docNumber,dpsCaseNumber,datePublished,effectivePeriod/startDate,effectivePeriod/expectedEndDate,statementCharge/servicePeriod/startDate,statementCharge/servicePeriod/expectedEndDate,dpsCompanyId,dpsPscNumber,serviceType,iedrOrgAbbreviation,statementCharge/chargesComponent,statementCharge/chargeValue,measurementDefinition/unitOfMeasure,measurementDefinition/measurementSource,measurementInterval/mode,measurementInterval/kind,measurementInterval/per,measurementDefinition/calculationMethod,generalRuleRefs,sourceURL,dataDownloadURL
,11,Standby Service,11-7-2,Time-of-Use Primary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 1,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.001157,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-3,Time-of-Use Subtransmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 1,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.000438,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-4,Time-of-Use Transmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 1,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.000221,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-2,General Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 2,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.002425,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3P,Primary Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 2,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.001587,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3S,Subtransmission Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 2,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.001569,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-1,Time-of-Use Secondary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 2,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.002106,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-2,Time-of-Use Primary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 2,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.001626,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-3,Time-of-Use Subtransmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 2,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.000616,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-4,Time-of-Use Transmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Arrears Relief Program Surcharge - Phase 2,ARP,Arrears Relief Program,7,,7/25/24,8/1/24,,8/1/24,,3569018,120,Electric,NYE,delivery,0.00031,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2826693,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZ%5B%2F%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
1,,,,,,,,,,,,,CBC,Customer Benefit Contribution,4,,12/14/23,1/1/24,,1/1/24,,3569018,120,Electric,NYE,delivery,,,,,,,,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2823909,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5E%3AK%2E%22%5C%23K4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,,,,,,,hasRetailAccess,,All,"A,B,C,D,E,F,G,H",,Clean Energy Standard - REC,CES,Clean Energy Standard,8,,3/15/24,4/1/24,,4/1/24,,3569018,120,Electric,NYE,delivery,0.00257,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 39,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825157,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJS%29%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,,,,,,,hasRetailAccess,,All,"A,B,C,D,E,F,G,H",,Clean Energy Standard - ZEC,CES,Clean Energy Standard,8,,3/15/24,4/1/24,,4/1/24,,3569018,120,Electric,NYE,delivery,0.00353,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 39,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825157,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJS%29%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
1,,,,,,,,,,,,,DISC,A/R Discount Rate,19,,2/28/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,,,,,,,,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2824993,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJS%2E%20%3CSK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
1,,,,,,,,,,,,,DLC,Direct Load Control,2,,3/12/20,5/1/20,,5/1/20,,3569018,120,Electric,NYE,delivery,,,,,,,,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2806689,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%20%5E%2AK%28%20%3C%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,1,Residential Service,,,,,,,SC1,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000266,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,8,Residential Day Night Service,,,,,,,SC8,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.00031,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,12,Residential Service with Time-of-Use Metering,,,,,,,SC12,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.00028,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,5,Outdoor Lighting Service,,,,,,,SC5,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000303,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,6,General Service,,,,,,,SC6,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000225,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,9,General Service - Day Night Service,,,,,,,SC9,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.00021,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,2,General Service with Demand Metering,,,,,,,SC2,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.073889,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3P,Primary Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.074721,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3S,Subtransmission Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.033981,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-1,Time-of-Use Secondary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.080002,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-2,Time-of-Use Primary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.079314,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-3,Time-of-Use Subtransmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.038226,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-4,Time-of-Use Transmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.035116,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-1,Residential Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000266,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-8,Residential Day Night - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.00031,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-12,Residential ToU - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.00028,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-6,General Service Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000225,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-9,General Service Day Night  - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.00021,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-2,General Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.004098,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3P,Primary Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.004147,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3S,Subtransmission Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.001853,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-1,Time-of-Use Secondary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.004457,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-2,Time-of-Use Primary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.004526,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-3,Time-of-Use Subtransmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.002347,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-4,Time-of-Use Transmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Dynamic Load Management Surcharge,DLM,Dynamic Load Management Surch,7,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.002487,kW,demand,PERIOD,MONTH,1,max,,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825541,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%28%20L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,1,Residential Service,,,,,,,SC1,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000302,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,8,Residential Day Night Service,,,,,,,SC8,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000426,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,12,Residential Service with Time-of-Use Metering,,,,,,,SC12,"A,B,C,D,E,F,G,H",,Earnings Adjustment Mechanism Surcharge,EAM,Earnings Adjustment Mechanism,4,,9/27/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.000463,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 46,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827605,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZK%2C%21%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
